x0,x1
1.0,-0.0
0.9833700236602254,-0.32835784643116994
0.9340332068670244,-0.6457945264280804
0.8536304898122986,-0.9417521110352812
0.7448360630605954,-1.2063870649935828
0.611268424097475,-1.4308976422569775
0.4573700262743698,-1.6078166316496265
0.28825952302033503,-1.7312597159562169
0.10956152167121437,-1.7971211840340935
-0.0727804907041901,-1.8032104865715806
-0.2527018274027791,-1.74932509365443
-0.42421831327991594,-1.637257230901185
-0.5816253181315646,-1.4707342701239168
-0.7196874924249294,-1.255294757118136
-0.8338128947761778,-0.9981041998917196
-0.9202057197035727,-0.7077167442076451
-0.9759925459381761,-0.39379066310069955
-0.9993179062792829,-0.06676712317337719
-0.9894060003457146,0.2624770881112421
-0.9465864976597858,0.5829913238658156
-0.8722835728545921,0.8841152957760242
-0.7689685376931069,1.155833634785456
-0.6400776453558862,1.3891090017964933
-0.4898978008228924,1.5761826691410419
-0.32342397861671246,1.7108325754956353
-0.14619309018631077,1.7885802713466115
0.03590017350576554,1.8068398720090246
0.2167993991258525,1.7650040640288944
0.3904878869900589,1.6644643043999512
0.5511887662110387,1.5085645407698667
0.6935571331503403,1.3024899918997304
0.8128578226604971,1.0530946875334242
0.9051228994537653,0.7686735036926685
0.9672836314420244,0.45868627549307295
0.9972725556208192,0.13344316347582055
0.9940922417910524,-0.19623826184405008
0.9578484670402084,-0.5193928118610676
0.8897466976014281,-0.8252723815334894
0.7920519951036391,-1.1037034308483684
0.6680136807289605,-1.3454253562809746
0.5217572629439451,-1.5423984980298098
0.35814722328320375,-1.688071538721165
0.18262522392375033,-1.7775993999149615
0.0010291182585000036,-1.8080043891843909
-0.18060121583132882,-1.7782752380251299
-0.35622476202873776,-1.6894007365979393
-0.5200002894977873,-1.544336846614706
-0.66648063194479,-1.3479083861917818
-0.7907938601114727,-1.106648556627751
-0.8888053219115686,-0.8285816484373919
-0.9572551607635544,-0.5229561538288627
-0.9938667382662907,-0.19993716229050337
-0.9974223550845118,0.12973172980451836
-0.9678037515710975,0.45508575070520885
-0.9059960410773387,0.765303641072304
-0.8140549451294877,1.0500675685518503
-0.695038420228078,1.2999062983910301
-0.5529049503594126,1.5065102062578786
-0.39238188800550583,1.6630076559533302
-0.21880822262422397,1.7641935497060461
-0.03795700611256244,1.806702449477974
0.1441566586262603,1.7891205112742379
0.32147567972072827,1.712032509527511
0.48810243492006233,1.5780023875280478
0.6384949262311821,1.3914879807911855
0.7676511065097191,1.158692749659049
0.8712752473113404,0.8873594525031129
0.9459208146165231,0.5865126219471753
0.9891051003889598,0.26615840933931667
0.9993917973273592,-0.063048219368435
0.9764387703783205,-0.3901578672834626
0.9210094361320227,-0.7042908829950824
0.8349473716225543,-0.9949992172656538
0.7211149970430055,-1.2526139246537806
0.5832983717852943,-1.468566752182176
0.4260812702839462,-1.635675119026233
0.2546927258953103,-1.7483810088123632
0.0748331134955708,-1.8029358289795707
-0.10751544471789296,-1.7975250887906538
-0.2862880443277189,-1.7323287492082575
-0.45553871713048594,-1.6095152374017707
-0.6096381937577888,-1.4331693249622892
-0.743461132909062,-1.2091562685927808
-0.8525565899606977,-0.9449267319476911
-0.9332960551736001,-0.649268976912388
-0.9829941377554203,-0.3320165664286708
-0.9999978818312201,-0.0037213006567156067
-0.9837417436776645,0.32469773539898517
-0.9347664016804915,0.6423173401401682
-0.8547007733969939,0.9385735005430291
-0.7462078378351383,1.2036127507315504
-0.6128960648977747,1.4286198977862423
-0.45919939784443486,1.6061112146434942
-0.2902297805483055,1.7301833485036164
-0.11160713448494684,1.7967096660655617
0.07072755959008124,1.803477505155278
0.2507098583800067,1.7502617677648975
0.42235355914391315,1.6388324068018332
0.5799498005166539,1.4728955575388287
0.718256938967697,1.2579702717301646
