x1_prime,x2_prime
-0.0027379055193079613,-3.304802453518166
-0.3265356260082293,-3.1966829058189985
-0.6422106925472377,-3.0363016097903515
-0.9365258618418242,-2.7749330658992375
-1.1996922252883768,-2.4212703795473973
-1.4229568820918161,-1.9870763549474146
-1.5988940603318431,-1.4867922648112344
-1.7216520977856193,-0.9370575343031147
-1.7871480679363982,-0.35615631454605196
-1.7932035779162665,0.2365906473793351
-1.739617221749843,0.8214686155684588
-1.6281712791074887,1.3790245764760416
-1.4625724367678168,1.8907142452260919
-1.2483285043908365,2.3395188476493796
-0.9925652250292857,2.7105111639069297
-0.70378927325189,2.9913520071155504
-0.3916053235497657,3.1727006241196265
-0.06639659931731547,3.2485253684991116
0.2610204726665097,3.216304312844005
0.579756016081055,3.0771091279406653
0.8792089018350603,2.8355694390522204
1.149419341118594,2.499718844801323
1.381400147507562,2.08072772006015
1.56743565035891,1.5925316898107558
1.7013383176510797,1.0513681309175693
1.7786545530062656,0.4752361177412794
1.796812822095208,-0.11670222622270089
1.7552091817472526,-0.7047590596649127
1.655227367071672,-1.2693756401321883
1.5001927684933938,-1.791772846876093
1.2952618294248184,-2.2545757735203917
1.0472505432019545,-2.642391616624955
0.7644077534685589,-2.942321639599733
0.45614079802691715,-3.1443901840733983
0.13270262122768886,-3.2418764598187586
-0.1951492384740253,-3.231538077917603
-0.5165104437386376,-3.1137188924627264
-0.8206925360860174,-2.8923375639871325
-1.0975784335187173,-2.574757225000058
-1.337958924190482,-2.1715405825481318
-1.5338389643564971,-1.6960986030789404
-1.6787035931499676,-1.1642444643315057
-1.7677346198722796,-0.593667609792966
-1.797970876787638,-0.003345398645334955
-1.7684067074218306,0.5870880803029398
-1.6800254146489741,1.1579950374815993
-1.5357665560844558,1.690387134510475
-1.3404281745377395,2.166557035435423
-1.1005072153355513,2.5706673518842247
-0.8239834382278055,2.889277393854505
-0.5200540109558774,3.1117902064271052
-0.19882761188873896,3.2308050239852295
0.12901178414120615,3.2423634193287683
0.4525602543355095,3.1460809607755458
0.761056591885969,2.945159998340884
1.044240223203838,2.646283153727688
1.2926924741118693,2.259391056644835
1.4981498345017374,1.7973517199333886
1.653778802289187,1.2755325500684338
1.754403165370066,0.7112892279469852
1.796676162189893,0.12338845976255076
1.7791917948747926,-0.4686162027547964
1.7025315926543243,-1.0450347125436426
1.5692452702267436,-1.5866954172448082
1.3837659243687987,-2.0755827074515407
1.152262589346781,-2.495436215025954
0.882435055128681,-2.832291632173782
0.583257772734219,-3.074945163660798
0.26468136441863754,-3.215326164512265
-0.06269833355266487,-3.2487655692827504
-0.38799268791691793,-3.1741511849519113
-0.7003824238410472,-2.993964682411866
-0.9894774734906316,-2.714199056210554
-1.2456625491944302,-2.344159297836768
-1.460416947457348,-1.896152912143642
-1.6265979471554244,-1.3850805703194324
-1.738678376102455,-0.8279405142690194
-1.792930444535352,-0.24326319589253795
-1.7875497312252882,0.34950504486800377
-1.7227151984423326,0.9306487643749658
-1.6005832396788413,1.4808391500175455
-1.4252159581039612,1.9817768956045136
-1.202446061204399,2.4168008354222517
-0.9396828652094587,2.771442093817941
-0.6456658615838793,3.033905319319143
-0.3301740419552148,3.195460997465573
-0.003700649315107564,3.2507357940469186
0.3228958267461015,3.197891271944569
0.63875280288932,3.0386850374630106
0.9333648910345054,2.778412282427361
1.19693330707113,2.425729666353903
1.4206917779539814,1.9923673963641129
1.5971981075298678,1.4927390810510035
1.7205817036294473,0.9434623345392231
1.7867388336850272,0.3628060754257173
1.7934691146815478,-0.22991709658828585
1.740548697791465,-0.814993236849546
1.6297377135763857,-1.3729627406190248
1.464721730127726,-1.8852675686047613
1.2737596112029461,-2.370253090406819
