t,x0,x1
0.01,0.0099998202493291,0.9999499799628756
0.02,0.0199986676541686,0.9997999935476812
0.03,0.0299955108233107,0.9995500489112176
0.04,0.039989345332836,0.9992001962853546
0.05,0.0499791820940875,0.9987505055303272
0.06,0.059964023121401,0.998201065780178
0.07,0.0699428713747483,0.9975519843866992
0.08,0.0799147313862999,0.996803393569716
0.09,0.0898786085973852,0.99595544443045
0.1,0.099833509814738,0.995008297285112
0.11,0.1097784447819268,0.9939621489888306
0.12,0.1197124238363303,0.992817205388446
0.13,0.1296344605406904,0.99157369190987
0.14,0.1395435705534762,0.9902318575231868
0.15,0.1494387711416089,0.9887919602707776
0.16,0.159319084208258,0.987254290125883
0.17,0.1691835326208629,0.9856191458185288
0.18,0.1790311434580712,0.9838868466864332
0.19,0.188860947478149,0.982057736097593
0.2,0.1986719752076638,0.9801321545903104
0.21,0.2084632658085467,0.9781104819191664
0.22,0.2182338646240018,0.9759931304211492
0.23,0.2279828170224587,0.9737805125795594
0.24,0.2377091683723473,0.9714730408776984
0.25,0.2474119653224989,0.9690711343415432
0.26,0.2570902689565122,0.9665752638965626
0.27,0.2667431490826382,0.9639859251596784
0.28,0.276369675614678,0.9613036138966752
0.29,0.2859689184664331,0.9585288258733368
0.3,0.2955399479694919,0.9556620605289172
0.31,0.3050818474621621,0.952703861241507
0.32,0.3145937133489565,0.9496548000676968
0.33,0.324074642520672,0.9465154495370758
0.34,0.3335237318681053,0.9432863821792338
0.35,0.3429400786499842,0.9399681720340036
0.36,0.3523227935362394,0.9365614260973903
0.37,0.3616710036104464,0.9330667831469568
0.38,0.3709838369256991,0.9294848832346244
0.39,0.3802604215350912,0.9258163664123134
0.4,0.3894998856269576,0.9220618732562312
0.41,0.3987013692541876,0.9182220677185582
0.42,0.4078640329093985,0.9142976455352968
0.43,0.4169870390743971,0.9102893046725804
0.44,0.4260695502309902,0.9061977430965416
0.45,0.4351107288817732,0.90202365889346
0.46,0.44410974710476,0.8977677655217107
0.47,0.4530658009084783,0.8934308057205449
0.48,0.4619780899392647,0.8890135254094846
0.49,0.4708458138434554,0.8845166705080516
0.5,0.4796681722473666,0.8799409869280086
0.51,0.4884443665310994,0.8752872258709644
0.52,0.4971736294850434,0.8705561671718657
0.53,0.5058552059502587,0.8657485989968324
0.54,0.5144883407678051,0.8608653095119848
0.55,0.5230722787787432,0.8559070868834429
0.56,0.5316062648241328,0.8508747192773269
0.5700000000000001,0.5400895444111758,0.8457689962399485
0.58,0.5485213860335965,0.8405907266513226
0.59,0.5569010858960766,0.8353407308569542
0.6,0.5652279418167863,0.8300198290032968
0.61,0.573501251613896,0.8246288412368047
0.62,0.581720313105576,0.8191685877039317
0.63,0.5898844241099969,0.8136398885511318
0.64,0.5979928881955205,0.8080435689382703
0.65,0.6060450443936345,0.8023804662632582
0.66,0.6140402450999229,0.7966514171644595
0.67,0.621977842730693,0.7908572582432241
0.68,0.6298571897022514,0.7849988261009015
0.6900000000000001,0.637677638430905,0.7790769573388416
0.7000000000000001,0.6454385415474748,0.7730924889532289
0.71,0.6531392704812399,0.7670462638153869
0.72,0.6607792295470625,0.7609391223735645
0.73,0.668357826356334,0.7547719034074268
0.74,0.675874468520446,0.7485454456966391
0.75,0.6833285636507899,0.7422605880208663
0.76,0.690719519358757,0.7359181691597734
0.77,0.6980467466267318,0.7295190292249351
0.78,0.7053096892918371,0.723064005179574
0.79,0.7125078096775393,0.7165539256944033
0.8,0.7196405703113435,0.7099896191490166
0.81,0.7267074337207547,0.7033719139230076
0.8200000000000001,0.7337078624332778,0.69670163839597
0.8300000000000001,0.7406413190036159,0.6899796210196102
0.84,0.7475072793697632,0.683206689230691
0.85,0.754305254330506,0.6763836549925047
0.86,0.7610347602838812,0.6695113256657318
0.87,0.7676953136279262,0.6625905086110531
0.88,0.7742864307606783,0.655622011189149
0.89,0.7808076280801746,0.6486066407607002
0.9,0.7872584236236785,0.6415452047992425
0.91,0.7936383627505373,0.6344384989594795
0.92,0.799947013379358,0.6272873020388958
0.93,0.8061839441044772,0.6200923918886879
0.94,0.8123487235202321,0.6128545463600515
0.95,0.8184409202209594,0.6055745433041829
0.96,0.8244601028009961,0.5982531605722783
0.97,0.8304058482111273,0.5908911728584626
0.98,0.8362777667602065,0.5834893310320936
0.99,0.8420754770776774,0.5760483771319629
1.0,0.8477985977929816,0.5685690531968055
1.01,0.8534467475355612,0.5610521012653569
1.02,0.8590195449348577,0.553498263376352
1.03,0.8645166092384673,0.5459082814859887
1.04,0.869937580268571,0.5382828835847321
1.05,0.8752821227023608,0.5306227738696648
1.06,0.8805499026999003,0.5229286544241963
1.07,0.8857405864212525,0.5152012273317362
1.08,0.890853840026481,0.5074411946756939
1.09,0.895889329675649,0.4996492585394791
1.1,0.9008467223039096,0.4918261220542202
1.11,0.905725713507086,0.4839724628285015
1.12,0.9105260191777388,0.4760889361672331
1.13,0.9152473554049516,0.4681761971206765
1.14,0.9198894382778084,0.4602349007390937
1.15,0.9244519838853928,0.4522657020727461
1.16,0.9289347083167886,0.4442692561718956
1.17,0.9333373276610796,0.4362462180868038
1.18,0.9376595614183646,0.428197239723935
1.19,0.9419011602596769,0.4201229424080967
1.2,0.946061891249626,0.412023930360358
1.21,0.950141521577615,0.4039008076224107
1.22,0.9541398184330464,0.3957541782359466
1.23,0.9580565490053226,0.3875846462426575
1.24,0.9618914804838464,0.379392815684235
1.25,0.9656443800580208,0.3711792906023709
1.26,0.9693150178636272,0.3629446718267555
1.27,0.972903193442765,0.3546895288072824
1.28,0.97640871791852,0.3464144193512573
1.29,0.979831401766772,0.3381199020331314
1.3,0.9831710554634008,0.3298065354273564
1.31,0.9864274894842872,0.3214748781083837
1.32,0.9896005143053108,0.313125488650665
1.33,0.9926899449540814,0.3047589208610048
1.34,0.995695620057457,0.2963757049731323
1.35,0.9986173858220811,0.2879763640618988
1.36,1.0014550884567843,0.2795614212039649
1.37,1.0042085741703972,0.2711313994759908
1.38,1.0068776891717497,0.262686821954637
1.39,1.009462279778683,0.2542282115568681
1.4,1.0119622034647815,0.2457560794956547
1.41,1.014377338106616,0.2372709188680801
1.42,1.0167075637346317,0.2287732213767076
1.43,1.018952760379274,0.2202634787241011
1.44,1.0211128080709893,0.2117421826128243
1.45,1.023187586840223,0.203209824745441
1.46,1.0251769779229485,0.1946668954715892
1.47,1.02708087988274,0.1861138701462465
1.48,1.0288992042230285,0.177551215443201
1.49,1.0306318627544528,0.1689793979911763
1.5,1.0322787672876517,0.1603988844188959
1.51,1.0338398296332645,0.1518101413550835
1.52,1.0353149616019297,0.1432136354284626
1.53,1.036704079472477,0.1346098292263057
1.54,1.0380071197493086,0.1259991726910084
1.55,1.0392240246360889,0.1173821139760001
1.56,1.0403547363364485,0.1087591012404458
1.57,1.0413991970540193,0.1001305826435106
1.58,1.0423573489924325,0.0914970063443595
1.59,1.0432291344888365,0.0828588203095594
1.6,1.0440145061386286,0.0742164663338112
1.61,1.044713433858321,0.065570381131182
1.62,1.0453258892314952,0.0569210016374056
1.63,1.045851843841732,0.0482687647882155
1.64,1.0462912692726138,0.0396141075193455
1.65,1.0466441371077215,0.0309574667665292
1.66,1.0469104202187305,0.0222992785631047
1.67,1.0470901077345478,0.0136399749633214
1.68,1.047183199914038,0.0049799890009944
1.69,1.047189697232508,-0.0036802460828079
1.7,1.0471096001652649,-0.0123402970470174
1.71,1.046942909187615,-0.0209997306505658
1.72,1.0466896247748658,-0.0296581136523849
1.73,1.0463497427504571,-0.0383150172713261
1.74,1.045923282870326,-0.0469700085783336
1.75,1.0454102821758338,-0.0556226477635588
