Index,Time,Theta_1,X_1,Y_1,Theta_2,X_2,Y_2,Theta_3,X_3,Y_3,Theta_4,X_4,Y_4,Theta_5,X_5,Y_5,Theta_6,X_6,Y_6,Theta_7,X_7,Y_7,Theta_8,X_8,Y_8,Theta_9,X_9,Y_9,Theta_10,X_10,Y_10
0,0.0,2.95324839790532,0.204232457373445,0.464299951630082,3.28566623409277,0.418131207950424,0.167771112551208,2.87693315124544,0.059391022069457,0.775104993371503,4.57038726665981,-0.245556939370571,0.292562748138165,4.21645475425217,-0.0159036430215443,-0.475539441390469,6.24302935357788,-0.337291327957528,-0.771320383586711,6.0952912104838,0.28365480766195994,0.844048002484679,2.87368112183244,0.852708307581305,-0.936497924362644,0.478690903516356,0.281711258905561,-0.290347398060921,5.54162445379031,0.244056445240443,0.125126832072685
1,0.005,2.95324839790532,0.204232457373445,0.464299951630082,3.28566623409277,0.3974741473811587,0.167771112551208,2.87693315124544,0.056046507214998785,0.775104993371503,4.57038726665981,-0.24726620350048076,0.292562748138165,4.21645475425217,-0.0159036430215443,-0.475539441390469,6.24302935357788,-0.337291327957528,-0.771320383586711,6.0952912104838,0.2867399253618381,0.844797286485512,2.87368112183244,0.852708307581305,-0.936497924362644,0.478690903516356,0.281711258905561,-0.290347398060921,5.54162445379031,0.24310260077671986,0.12406162955570203
2,0.01,2.95324839790532,0.204232457373445,0.464299951630082,3.28566623409277,0.33244258496368584,0.167771112551208,2.87693315124544,0.052733445751421686,0.775104993371503,4.57038726665981,-0.24896877424292035,0.292562748138165,4.21645475425217,-0.0159036430215443,-0.475539441390469,6.24302935357788,-0.337291327957528,-0.771320383586711,6.0952912104838,0.28980178856471045,0.8455436363300292,2.87368112183244,0.852708307581305,-0.936497924362644,0.478690903516356,0.281711258905561,-0.290347398060921,5.54162445379031,0.24214875631299673,0.12300059831515053
3,0.02,2.95324839790532,0.204232457373445,0.464299951630082,3.28566623409277,0.06862243568053278,0.167771112551208,2.87693315124544,0.04620168299691506,0.775104993371503,4.57038726665981,-0.2523538355653883,0.292562748138165,4.21645475425217,-0.0159036430215443,-0.475539441390469,6.24302935357788,-0.337291327957528,-0.771320383586711,6.0952912104838,0.29585575147943466,0.8470275335501141,2.87368112183244,0.852708307581305,-0.936497924362644,0.478690903516356,0.281711258905561,-0.290347398060921,5.54162445379031,0.24024106738555043,0.12089104966334265
4,0.03,2.95324839790532,0.204232457373445,0.464299951630082,3.28566623409277,-0.37459627770541964,0.167771112551208,2.87693315124544,0.03979573380593853,0.775104993371503,4.57038726665981,-0.2557121233379745,0.292562748138165,4.21645475425217,-0.0159036430215443,-0.475539441390469,6.24302935357788,-0.337291327957528,-0.771320383586711,6.0952912104838,0.3018166964061314,0.8484996941449341,2.87368112183244,0.852708307581305,-0.936497924362644,0.478690903516356,0.281711258905561,-0.290347398060921,5.54162445379031,0.23833337845810415,0.11879818611726152
5,0.08,2.95324839790532,0.204232457373445,0.464299951630082,3.28566623409277,-5.326014629369108,0.167771112551208,2.87693315124544,0.009653191304007387,0.775104993371503,4.57038726665981,-0.2721019589526809,0.292562748138165,4.21645475425217,-0.0159036430215443,-0.475539441390469,6.24302935357788,-0.337291327957528,-0.771320383586711,6.0952912104838,0.3302261512192038,0.8556844477400575,2.87368112183244,0.852708307581305,-0.936497924362644,0.478690903516356,0.281711258905561,-0.290347398060921,5.54162445379031,0.22879493382087263,0.10858414497275733
6,0.141195625958148,2.95324839790532,0.204232457373445,0.464299951630082,3.28566623409277,-17.764613527249892,0.167771112551208,2.87693315124544,-0.022958034893009845,0.775104993371503,4.57038726665981,-0.29125075595708577,0.292562748138165,4.21645475425217,-0.0159036430215443,-0.475539441390469,6.24302935357788,-0.337291327957528,-0.771320383586711,6.0952912104838,0.36183204765367366,0.8640786373679411,2.87368112183244,0.852708307581305,-0.936497924362644,0.478690903516356,0.281711258905561,-0.290347398060921,5.54162445379031,0.21712071201602218,0.09665073666601072
7,0.207195204312018,2.95324839790532,0.204232457373445,0.464299951630082,3.28566623409277,-39.36283295556364,0.167771112551208,2.87693315124544,-0.052848376080738536,0.775104993371503,4.57038726665981,-0.3107789665109726,0.292562748138165,4.21645475425217,-0.0159036430215443,-0.475539441390469,6.24302935357788,-0.337291327957528,-0.771320383586711,6.0952912104838,0.39201470550078793,0.8726391491559589,2.87368112183244,0.852708307581305,-0.936497924362644,0.478690903516356,0.281711258905561,-0.290347398060921,5.54162445379031,0.20453004553184193,0.08448088025226086
8,0.269911778067366,2.95324839790532,0.204232457373445,0.464299951630082,3.28566623409277,-68.07954382272229,0.167771112551208,2.87693315124544,-0.07617365211409476,0.775104993371503,4.57038726665981,-0.3282551233449452,0.292562748138165,4.21645475425217,-0.0159036430215443,-0.475539441390469,6.24302935357788,-0.337291327957528,-0.771320383586711,6.0952912104838,0.4169414912659522,0.8803001094970839,2.87368112183244,0.852708307581305,-0.936497924362644,0.478690903516356,0.281711258905561,-0.290347398060921,5.54162445379031,0.19256567419979723,0.07358985064426186
9,0.334568594934635,2.95324839790532,0.204232457373445,0.464299951630082,3.28566623409277,-106.37915048008762,0.167771112551208,2.87693315124544,-0.09503981045576276,0.775104993371503,4.57038726665981,-0.3451694589872917,0.292562748138165,4.21645475425217,-0.0159036430215443,-0.475539441390469,6.24302935357788,-0.337291327957528,-0.771320383586711,6.0952912104838,0.43880915406682397,0.8877147862926481,2.87368112183244,0.852708307581305,-0.936497924362644,0.478690903516356,0.281711258905561,-0.290347398060921,5.54162445379031,0.180231164837636,0.06304894442383215
