x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9
0.204232457373445,0.418131207950424,0.059391022069457,-0.245556939370571,-0.0159036430215443,-0.337291327957528,0.28365480766196,0.852708307581305,0.281711258905561,0.244056445240443
0.204437491600846,0.421467444360843,0.0575582245672027,-0.246970563903201,-0.0163425631477845,-0.337680889918218,0.285436826931766,0.852350976294775,0.282541964041009,0.242333680577661
0.204856024421026,0.427902985419892,0.0539805431557561,-0.249760154586595,-0.0172179142009047,-0.33845906025439,0.288909832289446,0.851642470479853,0.284203695319442,0.239071515698696
0.205284834552901,0.434057567500335,0.0505120003987048,-0.252500077793696,-0.0180895918208492,-0.339235807290013,0.292269875426433,0.850942196195442,0.285865735890551,0.236020582987829
0.207549666011375,0.461609721312232,0.0345437945748849,-0.265503224139484,-0.0223887478210649,-0.343092627926099,0.307651109175444,0.847561664192168,0.294171773360539,0.223011381586576
0.210505503912253,0.490168989660002,0.0174348725179786,-0.28000213806611,-0.0275008807864874,-0.347733527642127,0.323981271141188,0.843690457088882,0.304285919544075,0.210268627141103
0.21381075346907,0.516653690541619,0.0012116356316667,-0.294138607425494,-0.032806965200969,-0.352612708712099,0.33934196510561,0.839832351316446,0.315042595267774,0.198747771978028
0.216995511459801,0.538761529844593,-0.0125412130402314,-0.306331329084992,-0.0376335124193084,-0.357105068994048,0.352287148797973,0.836461143223397,0.325028330453797,0.189144035194153
0.22027862897077,0.559104870155437,-0.0253464970192739,-0.317804695676162,-0.0423805500921474,-0.361571001743836,0.364293098290671,0.833277453342415,0.334998402992233,0.180200286430284
0.224878990286971,0.584547581468036,-0.0415521713938082,-0.332434774462892,-0.0487126049285064,-0.367591207574108,0.379445821815244,0.829253291351646,0.348440179778899,0.16875101984203
0.230827965711129,0.613539353396485,-0.0602712070770067,-0.349416617797593,-0.0564446458495148,-0.375005934627185,0.396931643084196,0.824749535848349,0.36486053220771,0.155222973251854
0.238148211440631,0.644789846810605,-0.0807530474979717,-0.368018276452753,-0.0653960543221677,-0.383577684542814,0.416106183768694,0.820278741670633,0.383388597232266,0.139983487888564
0.246225748650845,0.6750656293904,-0.100907791386446,-0.386266274336436,-0.074741457823136,-0.392307978047753,0.435091910407617,0.816813135131781,0.401321940357691,0.124600665478872
0.254142194688063,0.701423089757465,-0.118720329306455,-0.402275593406828,-0.0835590855263773,-0.400053173366962,0.452031086261686,0.815129324766887,0.415850548175357,0.110864750215074
0.261205468618911,0.722648489941579,-0.133267844683605,-0.41519695131827,-0.0913047630425459,-0.406180299465322,0.4660110398497,0.815330289430904,0.425742895165639,0.0997772281598679
0.267067462448211,0.738787249030842,-0.144479249110893,-0.424990024444622,-0.097749586883109,-0.410587018706334,0.476881678519063,0.816953836430831,0.431288308526232,0.0915254899569154
0.271827590926889,0.750926626259687,-0.15302865546625,-0.432295765736769,-0.103048894313675,-0.41360233683915,0.485219552003203,0.819411469002693,0.433644120309514,0.0855789907812844
0.275807252457085,0.760375877066765,-0.159783714493193,-0.437909532018885,-0.10755146660186,-0.415635768454012,0.491822625454742,0.822359840839409,0.433845164192847,0.0812378310298305
0.279333745045921,0.768156540342913,-0.165445073962296,-0.442447903492034,-0.111608616910969,-0.41696825945887,0.497349382987171,0.825727141625795,0.432423280255235,0.0779808271922909
0.28276609444976,0.775105995102544,-0.170620643197731,-0.446392568713719,-0.115621746396656,-0.41772293687953,0.502373133673486,0.829739213909656,0.429321851998895,0.0754759690149601
0.28618493295966,0.781280006810719,-0.175378630655337,-0.449744596310141,-0.119675326082688,-0.417777687213926,0.506934451109064,0.834481645440679,0.424209930636162,0.0738186347806541
0.28959991134106,0.78648651814594,-0.179619113647773,-0.452346909138954,-0.123755381084992,-0.416890527609374,0.510904195834403,0.839921373825935,0.416648141845098,0.07327505614269
0.292963437288262,0.790343839499001,-0.183101756770967,-0.453926477304507,-0.127746643949108,-0.414719165488623,0.514021490675825,0.845769213583929,0.406239545308439,0.0742462186955877
0.296177837670884,0.792364359596727,-0.185478431883486,-0.454160029551045,-0.13142646100729,-0.410870885769502,0.515954343216913,0.85130268804064,0.392871042319731,0.0771958385602206
0.299111341993399,0.792109946058389,-0.186371147127514,-0.452785927832986,-0.134498142073469,-0.404985810455198,0.516419173042608,0.855269248475791,0.376948864228696,0.0825289738585819
0.30160735491616,0.78934296364614,-0.185463180653323,-0.44970267868651,-0.136677688325654,-0.396783987029286,0.515306313695883,0.855986958714197,0.359413819368647,0.0905141843610633
0.303436181518138,0.78408133501353,-0.182538543820662,-0.444999268886062,-0.13780807201276,-0.386038765491041,0.512734783529853,0.851565863598814,0.341560667523553,0.101337986403907
0.30415153886858,0.776747124911635,-0.177577570375451,-0.439059585909962,-0.138034881509933,-0.372723662996849,0.509123447565944,0.840346452882016,0.325062878389756,0.115089977806923
0.303016965213984,0.768656151156327,-0.17116566683792,-0.432867866638402,-0.138096087519406,-0.357662367623391,0.505361365924151,0.82242142735698,0.311953956053597,0.13132989126189
0.299573770059187,0.762053346262004,-0.164860231591934,-0.427949600806273,-0.139096662914239,-0.343177738376447,0.502601421791841,0.801862925041987,0.303549406892091,0.148263431532889
0.293617002407822,0.75774541227875,-0.159394949997718,-0.424738823646383,-0.141717843993919,-0.329734765099267,0.501108888324086,0.781562282328989,0.298418632900791,0.165868993887033
0.283958151319306,0.755697587884653,-0.154629050153665,-0.423268505042902,-0.146561355349012,-0.315821025429048,0.500781755385536,0.761331070370727,0.294779655399596,0.1864094468411
0.272017336423992,0.755982801255819,-0.15138362623172,-0.423969912342167,-0.152345282976462,-0.303171717119358,0.501420938035316,0.745370903702308,0.292130531801136,0.206594323970582
0.260866799490668,0.757328863371708,-0.149567529410997,-0.426094773805251,-0.157049071757873,-0.293167688958642,0.502279744414534,0.735161612475445,0.290093964751131,0.22277881861271
0.248873401196675,0.759235818893232,-0.148287361117307,-0.429689082344561,-0.161096040459671,-0.283276725510156,0.50310259585307,0.727375826636984,0.287979785731422,0.238403332121787
0.235618324576232,0.761531594682082,-0.147272193893676,-0.435256821653398,-0.164089480019475,-0.272971611983653,0.503557020373857,0.72173328852135,0.28563095466564,0.254135497300387
0.221725289610524,0.763887444847918,-0.146262171532709,-0.443017459501991,-0.165234285088044,-0.262927976235129,0.503054517245513,0.718841130119524,0.283164204470673,0.26938413527555
0.209364421616593,0.765746419351663,-0.14503579534983,-0.451667683894,-0.164151834127193,-0.255090549490494,0.501184234195161,0.719018776049465,0.280942545748976,0.28230411557307
0.198871767711912,0.766972721662802,-0.143376059932401,-0.460179680452607,-0.161325197323357,-0.249933146430415,0.497897077942944,0.7214652939205,0.278894353332599,0.293327776791971
0.190139750528619,0.767586332362278,-0.141239433774042,-0.467864509932809,-0.157187746456483,-0.24748204873569,0.493279266099695,0.725444364538555,0.276679379859148,0.303259796346113
0.183065365943871,0.767627327204434,-0.138722307488579,-0.474417543749367,-0.151687996469447,-0.247837946062017,0.487250592264753,0.730610625996387,0.273674144244652,0.313052966228942
0.179051947791421,0.767190509996132,-0.136564353113695,-0.47868763144026,-0.145603594804871,-0.250946375694472,0.480788133880431,0.735862256068589,0.26974313135181,0.321781101449519
0.178196459926458,0.766750602120486,-0.135824335624001,-0.480219369747365,-0.14110522574729,-0.254218752404877,0.476705940261082,0.739071031351616,0.266477502271538,0.326781256134853
0.178591494750048,0.766395993303523,-0.135689344601244,-0.48095547326471,-0.137188475185022,-0.257665772797014,0.473314365645568,0.741392777166869,0.263452549036787,0.33096698901146
0.179445872842156,0.766190793057366,-0.136096351454555,-0.481200736116077,-0.133868433095898,-0.260397191226161,0.471067193823703,0.743042384174891,0.260952405046247,0.333479165200341
0.180664470205278,0.766058994001612,-0.136621025114867,-0.481304188897126,-0.131048658285677,-0.2630436823463,0.469003422019025,0.744190692451354,0.258709696066424,0.336005381966518
0.182312273927743,0.7659950839899,-0.13766473240241,-0.481291440365141,-0.127353885479077,-0.266015226126565,0.466963247198795,0.745525396624507,0.255966155700683,0.33817822886481
0.18404587009702,0.765998703806172,-0.138515940410916,-0.481288958953372,-0.124833097026342,-0.26852020274791,0.465143433590965,0.746141684044911,0.253856246271944,0.340587363239617
0.185279164089596,0.766052141287055,-0.139500847241894,-0.481213801872605,-0.1222296767829,-0.270300344352265,0.464078607836589,0.746907724551441,0.252026091017019,0.341516043378355
0.18664003970187,0.766119486158996,-0.140285821678481,-0.481196294121627,-0.120370966949564,-0.271982038071164,0.462908115733681,0.747240265569006,0.25050027894442,0.343042036622927
0.188086190862469,0.766235374407575,-0.141361970112027,-0.481144943243114,-0.117871561240682,-0.273765005757447,0.46178956001752,0.747782918978659,0.248660258382065,0.344204279614747
0.189726688706186,0.766374340004208,-0.142380839052942,-0.48113185111326,-0.115747881314059,-0.275566714598018,0.460525249933326,0.748048402532325,0.246903976314826,0.345863730497044
