x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,x_64,x_65,x_66,x_67,x_68,x_69,x_70,x_71,x_72,x_73,x_74,x_75,x_76,x_77,x_78,x_79,x_80,x_81,x_82,x_83,x_84,x_85,x_86,x_87,x_88,x_89,x_90,x_91,x_92,x_93,x_94,x_95,x_96,x_97,x_98,x_99
5.97725654641957,2.94821572190205,4.44397707711133,3.08293992396748,2.2974058657802,3.85657940199434,4.10575907186152,1.34450691226875,3.51042669241053,6.00875021086759,5.55279859641423,6.10308855824952,3.97026940893118,2.55045762236114,2.78863072787676,0.0427385106076276,2.10376395329625,4.83522724132368,4.05967550258425,2.81502549087082,5.90787469127345,6.14868911532441,3.09243845018815,2.7751356842949,5.01187028490908,0.757071679406779,5.19843782425496,4.68905327562776,3.68708217320295,1.90362992097859,3.67622202691162,3.6120968964841,1.29732399274958,0.358816091275599,1.44210780220692,6.21420867053608,5.06670260503343,0.270127792182368,3.40799998460583,1.66311937223344,3.19893858260831,3.65748742299247,0.286332659183792,5.50289803742923,3.04065871999412,1.22030116550702,6.16585932115207,5.67139440746274,3.94461104368879,2.31823041033466,5.83302608759776,5.64549025328385,0.3270987351134,0.553599729012218,1.49926546018807,2.10100225779329,5.3676946019574,0.0947303442047518,1.62387108348378,4.53175675606004,0.556253922427936,5.41618440290304,1.04712395211147,2.83723797313824,1.78303793540622,3.44153833379345,6.10363162407813,0.934795119283597,5.45580671493099,3.06893054704179,3.71279795935497,0.0213051409941683,3.05084742171082,4.59586034125071,3.37386656624084,6.19831352867481,3.15145651650388,0.312663217477058,0.69410422026326,2.96227102615422,1.03745651116078,2.8621268803639,3.87588848778635,0.722408144423229,0.518806893785985,0.119483540137605,0.547983963581483,2.60201508950259,2.77728373102893,5.37981066137157,1.51127119344625,5.29892908991094,2.35525783287994,0.119395441196481,4.68803919297625,1.03313804401637,0.125346466218965,3.67776849071616,5.02093590579239,4.28267306864753
5.97656084769079,2.94792470051705,4.44401568434718,3.08303717816394,2.29723177016549,3.85669316530607,4.10580760356577,1.34455593904324,3.51031928354032,6.00897742927571,5.55283661116111,6.10317616184606,3.97102641804911,2.55048008181742,2.78896815185292,0.0427153075397798,2.10365988597272,4.83528429184325,4.05982190697793,2.81506483984914,5.90780189632733,6.14872578279971,3.09238316973743,2.77496677628967,5.01197494476327,0.757043740195577,5.1983834251028,4.68903399509024,3.68701484288708,1.90342696751109,3.67624090607544,3.61219949370042,1.29738299719583,0.35886130788208,1.44189994922919,6.21427604385967,5.06672726575114,0.270177071786068,3.40802693004,1.66309990523271,3.19908730454233,3.65744530930573,0.286159104459749,5.50289217395032,3.04046011801921,1.22038765356598,6.16575186476147,5.67136546042224,3.94451769575549,2.31820421306865,5.83298602487915,5.64545860654198,0.327157216393942,0.553584532842814,1.49920635113821,2.10099078632435,5.36778273112334,0.0947451263520503,1.62366857832113,4.53169173760844,0.556620965020785,5.41628558390637,1.0470741978853,2.83713137989809,1.78307866454932,3.44156877004794,6.10341013669614,0.934581280500202,5.45581279576737,3.06913541045652,3.71285180850668,0.0213333861411966,3.05086501367534,4.59594835753623,3.37381263621614,6.19803556485759,3.15169973676456,0.31315560915318,0.694207725194242,2.96217216936226,1.03738001540352,2.86214955393194,3.87582890401782,0.72229372494345,0.518805916132006,0.11957330517082,0.547825995409982,2.60198957442013,2.77719369177816,5.37992306536853,1.51117785212031,5.29892559890685,2.35540049528753,0.119234418870124,4.68816092888293,1.03300611942699,0.125320750716738,3.67767339696641,5.02106516257678,4.28273673696507
5.97604333585305,2.94763709807343,4.44405438619906,3.08313461177652,2.29705858752532,3.8568068010369,4.10585624835956,1.34460513219313,3.51021188848362,6.00920265892192,5.55287461593398,6.10326380497024,3.97160643143981,2.55050103096407,2.78929001956938,0.0426921418711697,2.10355914390702,4.83534124141267,4.05996877376761,2.81510426381112,5.90772885671649,6.14876242382535,3.09232780952579,2.77479830294517,5.01207953000021,0.757016691436836,5.19833134072877,4.68901468448906,3.68694726266583,1.90322530889922,3.67625968376004,3.61230315081342,1.2974415385167,0.358906593800513,1.44169235866681,6.21434342092784,5.06674892740312,0.270226622607613,3.40805393115011,1.66308055921003,3.19923546334474,3.65741798242848,0.285985602094882,5.50288611997783,3.04026356252782,1.22047300355828,6.16564457402347,5.67133628042742,3.94442572013017,2.31817780499371,5.83294553347146,5.64542670188594,0.327215132150079,0.553569714304386,1.49914718290975,2.10097915727368,5.3678700035973,0.0947595383711952,1.6234946939084,4.53163007681628,0.556981058332465,5.41638641552753,1.0470236558799,2.83702470688206,1.78311921653304,3.44159781210022,6.10319297239661,0.934368288592769,5.45581864398405,3.06933924980543,3.71290501362134,0.0213608895457119,3.05088255075308,4.59603598043349,3.37375866065016,6.19776316116843,3.15193836539903,0.313616649721233,0.694310961597929,2.96207319787123,1.03730410547288,2.86217216047727,3.87576920922641,0.722179990057086,0.518805619634854,0.119663367379478,0.547667949237245,2.60196405183423,2.77710429131161,5.38003494792256,1.511085192961,5.29892140451342,2.3555423970818,0.119073292043825,4.68828056218017,1.03287588272665,0.125294880687114,3.67758065175925,5.02119064321486,4.28280075184865
5.97505741136688,2.94694384055892,4.44414979541668,3.08337532990138,2.29663670500335,3.85708552559152,4.10597628931207,1.34472654676562,3.50994821168864,6.00974794692466,5.55296799580476,6.10347927843923,3.97274974170189,2.55054698853266,2.79003010555879,0.0426352344066444,2.10332394662064,4.83548076382693,4.06033143049785,2.81520141200642,5.90754859479516,6.14885222111285,3.09219146451897,2.77438620049208,5.01233612956915,0.75695371559687,5.19821221683173,4.68896717198593,3.68678031979207,1.9027352621078,3.67630547139397,3.6125612017282,1.2975834248412,0.359018042443186,1.44118350454219,6.21450892868082,5.06679156932466,0.270349457228376,3.40812049028515,1.66303363878207,3.19959715333653,3.65739868142194,0.285559631136689,5.50287046691522,3.0397890572349,1.22067797764266,6.16538169874217,5.67126372791745,3.94420524741548,2.31811265147759,5.83284459214053,5.6453470470409,0.327355052902598,0.553534852330411,1.49900153330644,2.10094984075871,5.36808088283329,0.0947932618675255,1.62315329941148,4.53149241428884,0.557838848645878,5.41663261649045,1.04689619555729,2.83676231118531,1.78321800874345,3.44166438820462,6.10267577564686,0.93384878310282,5.45583209215249,3.06983583889182,3.71303329817634,0.0214254410617832,3.05092552934168,4.59624964141143,3.37362590429533,6.19711481624344,3.15250736016453,0.314652443778295,0.694563433682211,2.96182952275966,1.03711980825919,2.86222744906299,3.87562214892211,0.721903403320165,0.51880760932129,0.119885862714853,0.547279232502315,2.60190134446968,2.77688730213195,5.38030723507505,1.51086034592667,5.29890844256241,2.35588784299681,0.118677077403436,4.68856634286957,1.03256240114339,0.125230264098261,3.67736178117005,5.02148406108099,4.28295953441943
5.97426867876081,2.94626726017823,4.44424562320722,3.0836182700224,2.29621930506356,3.85736385457755,4.10609712432891,1.34484869459254,3.50968464948802,6.0102828818011,5.55306143573581,6.10369507493026,3.97370050074188,2.55058660127594,2.79071676993367,0.0425782696187747,2.10310348619676,4.83561985598282,4.06069659089275,2.81529899992647,5.90736731757478,6.14894173179022,3.0920545576644,2.77397628509056,5.01259238648484,0.756895129047582,5.19810391417136,4.68891954440967,3.6866121641217,1.902252337259,3.67635081152971,3.61282241838627,1.2977227967588,0.35912979967403,1.44067598829141,6.21467449860675,5.06682239186124,0.27047388794426,3.40818735496539,1.66298761868142,3.19995581812186,3.65742962635823,0.285133880667596,5.50285374593981,3.03932580383942,1.22087666904167,6.16511969343295,5.67119006387609,3.9439919315038,2.31804749784856,5.8327418860798,5.64526548664532,0.32749190639122,0.55350212898578,1.49885538721651,2.10091942258347,5.36828704146208,0.0948246409580364,1.62289611746786,4.53137297956739,0.558663171482277,5.416876847138,1.04676422067379,2.83649929521591,1.78331564164141,3.44172572803749,6.10217866226257,0.933334411915122,5.45584433159947,3.07032703687969,3.71315837951087,0.0214860407795284,3.05096842371498,4.59646120364569,3.37349286622432,6.19649168795547,3.15305542263679,0.315589545296888,0.69481449904646,2.96158492714912,1.03693824692098,2.86228240322112,3.8754745217357,0.721630527314291,0.518813263429202,0.120110151118051,0.546889676779817,2.60183857276689,2.77667378598245,5.38057589187882,1.51063914643647,5.29889209734257,2.35622908103424,0.118280205377437,4.68884194011855,1.0322568921984,0.125164035537516,3.677153959242,5.0217588435948,4.28312051166116
5.97255856523399,2.94450707801327,4.44450615819904,3.08428625891011,2.29511009088983,3.85811533980963,4.10642744526799,1.34518205013586,3.508972186797,6.01168445414193,5.55331392675129,6.1042800197878,3.97586771405233,2.5506724453779,2.79240238241027,0.0424240268658337,2.10256340779646,4.835994222222,4.06169414245936,2.81556502673573,5.90687333827743,6.14918255189224,3.09168161015897,2.77287736896717,5.01328390838057,0.756754393725286,5.19785277469893,4.68878997940864,3.6861526242425,1.90097947655633,3.67647120395707,3.6135335376073,1.29808863755262,0.35943365063904,1.43930957278391,6.2151225797947,5.06686765274845,0.270818069758568,3.40836947732237,1.66286791527028,3.20091115591824,3.65767192130639,0.283983572860403,5.50280350261585,3.03812621556064,1.22138540329053,6.16441517781366,5.67098625272073,3.94344712061798,2.31787335646163,5.83245733723871,5.64503539725546,0.327848712536911,0.553423944927851,1.49845769454531,2.10083191204035,5.3688224410561,0.0948985009163176,1.62244563782086,4.53112875402564,0.560756355207901,5.4175283288714,1.04638693130585,2.83578482963151,1.78357409963955,3.44187464764447,6.10091448333903,0.931968408532538,5.45587199085582,3.07163145716211,3.7134815351874,0.0216325399650705,3.05108406965941,4.59702340444363,3.37313163762419,6.19490392111984,3.1544557821693,0.317813352602319,0.69548756982185,2.96091872540086,1.03645878954521,2.86242935226145,3.87507320276694,0.720909418004239,0.518845329724107,0.120724749878795,0.545831916924635,2.6016681767623,2.77611249872319,5.38128481009535,1.51005737054793,5.29883367652234,2.35713224640816,0.117203748168772,4.68954524239738,1.03146269337592,0.124977512267574,3.67663638108105,5.02242677179012,4.28356620206268
5.9707761961747,2.94234362799306,4.44484623656651,3.0851747531071,2.29370737935843,3.8590891873535,4.10686311161809,1.34561944861934,3.50804844146644,6.01342069632198,5.55363950426735,6.10504059740691,3.97827801949412,2.55075814277988,2.79436071624605,0.042223718564771,2.10194921474583,4.83647665707035,4.0630034460521,2.81591436954599,5.90622654680062,6.14949237764551,3.09119264362374,2.7714699798883,5.01417785833286,0.756600363973988,5.1975920959909,4.68862014092774,3.68554953305875,1.89939387219932,3.67662269057887,3.61444861359748,1.29854247501761,0.359831139336382,1.43754921976249,6.21570402815695,5.06688206050512,0.27127992986839,3.40860814053998,1.66272263471852,3.20211995545399,3.65819388268119,0.282494134210665,5.50272810079206,3.0366770530625,1.22199084181109,6.16350922833456,5.67071403030731,3.94280213835368,2.31765530160514,5.83207627003498,5.64471722370966,0.32828750711108,0.553343645076453,1.49793685363071,2.10070797215539,5.36947284542971,0.094972117473717,1.62215637675999,4.53095147407171,0.563243291260821,5.41835571501861,1.04585874467414,2.8348516479358,1.78389781000888,3.44204691190867,6.09940612497474,0.930247364021168,5.45589726104113,3.07327965264799,3.71387049985178,0.0217903417544731,3.05123345808186,4.5977324052163,3.37266015231158,6.19299794280187,3.15614085364009,0.320276427923603,0.696350604963004,2.96004436688425,1.03585579610802,2.86261652467584,3.87455015314126,0.720006138126221,0.518919279120105,0.121536770944796,0.544450807805211,2.60144525555875,2.77541749786544,5.38216893334865,1.50933333318358,5.2987333295333,2.35826467733871,0.115801093245425,4.69038600987739,1.0304850754665,0.124721134903961,3.6760414018055,5.023169901772,4.28416482206764
5.96874714293595,2.93960217080684,4.4453045894269,3.08639928812584,2.291879210308,3.8603960370184,4.10745919222689,1.34621170499947,3.50681096509511,6.0156331860618,5.55406927550963,6.10606065175207,3.9812015111899,2.55085675429907,2.79675365246794,0.0419551651288958,2.10122517273114,4.83711892406452,4.06477290056474,2.81638927150889,5.90535257102308,6.1499031959243,3.0905298611333,2.76960995284145,5.01537058381181,0.756427342112727,5.19731824452088,4.68838947186126,3.68473568381743,1.89737021733102,3.67681780131791,3.61564411289368,1.29912020785476,0.360369151361379,1.43520914423672,6.21648243861095,5.0668733056413,0.271922964249659,3.40893172240041,1.66254398811316,3.20368947004578,3.6591021456878,0.280503777695917,5.50261031573875,3.03490320086966,1.22272190947224,6.1623071027296,5.67033969326996,3.94203209082676,2.31738164607964,5.83154859148816,5.64425906236841,0.328842211391964,0.553270289303098,1.4972311958963,2.10052579609136,5.37027525015664,0.0950352154592795,1.6220321824677,4.53090130350282,0.566282484921473,5.4194371458643,1.04509314380185,2.83359115057953,1.78431254547469,3.44226086053535,6.09754868321349,0.92802162509488,5.45591475434314,3.07542804313446,3.71434405396007,0.0219552157635565,3.05143280836371,4.59864978866841,3.37202382473352,6.19062623245542,3.15823728213604,0.323121436991689,0.69749518867771,2.95885500870966,1.03506675920516,2.86286177329293,3.87384887609458,0.718842925168318,0.519067486959101,0.122645560848379,0.542584689645536,2.60114232152769,2.77454229232905,5.38329855948319,1.50840661027448,5.29856722382291,2.35972142491822,0.113911424667142,4.69141968943889,1.02924031342142,0.124355756010787,3.67534926774391,5.0240132281617,4.28499872221011
5.96643364034689,2.93624062315757,4.44590295491737,3.08803783886246,2.28957563757364,3.86210166156251,4.10825394427499,1.34698774837072,3.50520445870186,6.01835521696468,5.55461136201767,6.10738286521975,3.98475617182261,2.55098584518818,2.79962643074825,0.0416065315414314,2.10039271263767,4.83794780495158,4.06707828530393,2.81701596046978,5.90421034728996,6.15042917690096,3.08965950898612,2.76722934250554,5.01691032681391,0.756238227319563,5.19704559132183,4.68808532616579,3.68367956486698,1.89488915435162,3.67705840631612,3.6171359542167,1.2998279048992,0.361075595411278,1.43219880889848,6.21748984095008,5.06685894566504,0.27279303045328,3.40935787371713,1.66233541173327,3.20564840037512,3.66049659119463,0.277930646237746,5.50243103147736,3.03284779064791,1.22356002720156,6.1607627834275,5.66984466470618,3.94117014221915,2.31706215130737,5.83083955172688,5.64361667815937,0.329519047840435,0.553227630569592,1.49630425161947,2.10026605402092,5.37121429910781,0.0950630324126691,1.62210144858618,4.53107153626324,0.569866055376233,5.42080135933222,1.04401716333237,2.83194018439829,1.78482117052064,3.4425276879516,6.09533277758309,0.925251376355117,5.45591354697432,3.07814151500777,3.71488761438723,0.0221053255504135,3.05169056422206,4.59979096653116,3.37119127912961,6.18775376849499,3.16076521671801,0.326308099279871,0.698970319216082,2.9572816736885,1.03404890455807,2.86317169352789,3.8729438765823,0.717397425440612,0.519331016374425,0.124111410700862,0.540136969244363,2.60074060210375,2.77349985731427,5.38468549029539,1.50726064300653,5.29831369555812,2.36152479221908,0.111442771125247,4.69264657134047,1.02770151919777,0.123850357922954,3.6745935063125,5.02492889682116,4.28612739001805
5.96378310372659,2.93220201403871,4.44666758053492,3.09018643428178,2.28673681813588,3.86429320221483,4.1092987388532,1.34798241239855,3.50316146810755,6.02162951920802,5.55526831527366,6.10905588184193,3.98910140201895,2.55117464054405,2.80304775759687,0.0411632486892131,2.0994440412343,4.83899683017467,4.06999938098398,2.81782688388821,5.90275330708105,6.15108571586401,3.08854183295166,2.76424352372477,5.01885349380213,0.756031917807822,5.19678511773306,4.68769273662809,3.68235191879622,1.89193029525089,3.67734502853111,3.61894024165961,1.30067313779677,0.361984377998769,1.42840983325416,6.21876250397422,5.06686852832325,0.27394625784276,3.40990953515867,1.66210082284448,3.20802377279529,3.66249475482384,0.274679573730692,5.502163763221,3.03057232745596,1.22448237466589,6.15881990372536,5.66921225760921,3.94026409070624,2.31671551824012,5.82990624674616,5.64273493256244,0.330326841049686,0.553248790166381,1.49511286172821,2.09990479437949,5.37226515415549,0.0950211383962022,1.62237913142228,4.5315623839578,0.573995697210916,5.4224816774346,1.04253951135113,2.82982211604412,1.7854240763082,3.44286308399947,6.09273824820666,0.92189424498428,5.4558797985432,3.08150481252345,3.71547937786271,0.0222140200844676,3.05201713611586,4.60117105652819,3.37012475842087,6.18432362351792,3.16375291028978,0.329799073362719,0.700841501672034,2.95523620225785,1.03272441328115,2.86355373384841,3.87181049737919,0.715641031337851,0.519762844019279,0.126004654705865,0.53698693101281,2.60021445229974,2.77232574848363,5.38634267890952,1.50587212831965,5.29794858721074,2.36370057420914,0.108282293307595,4.69407162178164,1.0258321068428,0.123166599395785,3.67381929757494,5.0258935659803,4.28762385190267
